0,7.5
1,7.657176364
2,7.651794838
3,7.671174672
4,7.233867417
5,7.757508833
6,8.125649421
7,8.15750543
8,8.436201132
9,8.59980282
10,8.573021277
11,8.891211911
12,8.914711024
13,8.933740791
14,8.848232041
15,9.044628901
16,9.113338658
17,9.326007691
18,9.276119283
19,9.39214648
20,9.277102246
21,9.553907771
22,9.679460531
23,9.835164768
24,10.00647393
25,9.855380773
26,10.11023327
27,10.6477327
28,10.34560862
29,10.02763456
30,9.765051326
31,10.03439706
32,10.13925855
33,10.45618323
34,10.68818354
35,10.80146938
36,10.92955354
37,10.95357521
38,11.21082936
39,11.01456168
40,10.98056185
41,11.0966612
42,11.56164439
43,11.44219608
44,11.25378939
45,11.18431152
46,11.46072151
47,11.46194402
48,11.81400215
49,11.44138178
50,11.74969384
51,12.03222048
52,11.75838394
53,11.84248877
54,12.16429758
55,12.22742377
56,12.49473611
57,13.06737924
58,13.15855458
59,13.12361551
60,12.97880977
61,13.1555187
62,13.13944779
63,13.12766886
64,13.13260445
65,13.30736872
66,13.0933146
67,12.77823655
68,12.26457449
69,12.5760871
70,12.62974071
71,13.00574758
72,13.03421505
73,12.89727758
74,13.03695231
75,13.04972558
76,12.79734401
77,12.63187217
78,13.06559494
79,13.17489168
80,13.29647588
81,13.26029053
82,13.13169552
83,13.36087557
84,13.36238904
85,13.21662101
86,13.21370148
87,13.03724414
88,13.11000566
89,13.39297091
90,13.22941558
91,13.5779018
92,13.44942444
93,13.5076431
94,13.34226718
95,13.31760312
96,13.35398497
97,13.2813406
98,13.14946096
99,13.02522251
100,12.87064649
101,12.54992618
102,12.528208
103,12.65625055
104,12.89646577
105,13.07421693
106,13.65655372
107,13.74879199
108,13.66524189
109,14.10676179
110,13.88479109
111,14.11974479
112,13.91829214
113,14.01450143
114,13.58667575
115,13.81061535
116,13.79318967
117,13.59390773
118,13.99304449
119,14.18064085
120,14.20347172
121,14.04792209
122,14.05271826
123,14.03031372
124,14.20821032
125,14.39987994
126,14.25880774
127,14.14652867
128,14.03985949
129,13.7509391
130,13.63692695
131,13.63697005
132,13.81326848
133,14.12849335
134,13.95993672
135,14.09980407
136,14.013561
137,14.49555621
138,14.49230396
139,14.61304279
140,14.40832104
141,14.23495987
142,14.29203514
143,14.21644431
144,14.30791108
145,13.96707941
146,14.13181897
147,13.94270625
148,14.34641251
149,14.29149763
150,14.5492119
151,14.24223106
152,14.35032665
153,14.16045039
154,14.06373308
155,14.08357833
156,14.0262442
157,14.10058581
158,14.28255605
159,14.44039834
160,14.42926866
161,14.13122056
162,13.9634547
163,13.9352534
164,13.47411747
165,13.6666591
166,13.63312095
167,13.59746719
168,13.8322899
169,14.0004185
170,14.06542257
171,13.85440776
172,13.94176327
173,14.03582863
174,13.85149222
175,14.10379261
176,14.23176598
177,13.80034315
178,13.84611882
179,13.57919913
180,13.85658733
181,14.05564597
182,13.82177274
183,13.64068587
184,13.68438031
185,13.65075745
186,14.01455165
187,14.19633358
188,14.14507169
189,14.28805357
190,13.841673
191,13.92909787
192,14.14040846
193,14.11328321
194,13.96703871
195,14.1101403
196,14.56443034
197,14.61718364
198,14.37088261
199,14.7058049
200,14.28762856
201,14.41173843
202,14.28979036
203,14.51003073
204,14.3263883
205,14.63455038
206,14.70769781
207,14.32362658
208,13.88985719
209,13.8357045
210,14.14469866
211,14.18635391
212,14.21389285
213,14.17283033
214,14.35150136
215,14.44631235
216,14.51785343
217,14.3036605
218,14.58157121
219,14.89466009
220,14.6034657
221,15.12736323
222,15.28798043
223,15.17377723
224,14.74264092
